User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1001150,P00027242,F,26-35,20,A,1,0,5,,,3702
1006016,P00117142,M,46-50,1,B,1,1,2,17.0,,13247
1004120,P00138842,M,26-35,16,C,1,1,5,,,5310
1002458,P00028542,M,26-35,7,C,3,1,6,8.0,14.0,20237
1005847,P00085442,F,18-25,4,B,2,0,12,14.0,,1777
1003470,P00278642,M,36-45,17,C,1,0,5,,,5425
1000706,P00010742,M,36-45,20,B,2,0,1,8.0,17.0,15760
1001042,P00166942,M,36-45,5,C,3,1,2,4.0,5.0,10034
1005720,P00147642,M,26-35,0,A,0,0,1,2.0,,7604
1004354,P00190842,M,36-45,14,B,2,0,2,5.0,12.0,6688
1004774,P00062842,M,46-50,14,C,4+,1,1,2.0,13.0,15593
1005963,P00113242,M,26-35,15,A,0,0,1,6.0,8.0,19402
1002680,P00312742,M,26-35,12,C,1,1,15,,,12947
1003408,P00352942,M,26-35,17,C,1,0,1,2.0,,15879
1004161,P00200242,M,46-50,0,B,3,1,8,10.0,16.0,5910
1005084,P00056442,M,18-25,4,B,1,0,2,4.0,,6348
1000648,P00250842,F,26-35,12,B,1,1,8,,,4107
1004922,P00220442,M,18-25,17,C,1,0,5,14.0,,7118
1002041,P00058242,F,26-35,20,B,4+,0,3,4.0,12.0,13411
1002896,P00016542,M,18-25,14,B,0,0,1,6.0,16.0,15737
1003428,P00370853,M,46-50,1,C,4+,1,19,,,48
1000963,P00067942,M,26-35,0,A,0,1,5,14.0,,5302
1000461,P00283042,M,51-55,7,B,0,0,5,,,3550
1005140,P00346642,M,26-35,6,B,2,0,8,,,7764
1000664,P00209842,M,36-45,18,C,2,1,5,8.0,,6921
1004009,P00313242,M,18-25,7,C,4+,0,8,,,7886
1002955,P00130742,M,36-45,14,C,3,0,1,14.0,17.0,15245
1001554,P00086042,F,36-45,12,C,3,1,8,14.0,17.0,7825
1003558,P00238542,M,18-25,17,A,3,0,5,14.0,,5311
1001182,P00155442,M,0-17,10,B,3,0,1,11.0,15.0,7761
1000327,P00344242,M,36-45,18,C,4+,0,8,10.0,,6070
1004953,P00162042,M,36-45,12,B,4+,0,1,6.0,,11746
1000150,P00051842,M,36-45,7,B,0,1,4,8.0,,2857
1004680,P00214342,M,36-45,0,B,3,1,5,,,5451
1002116,P00289942,M,18-25,4,B,4+,1,3,4.0,5.0,13528
1001117,P00304442,M,18-25,14,B,3,0,1,16.0,,15522
1003110,P00213142,M,26-35,0,B,3,1,7,,,20808
1001542,P00145042,M,18-25,17,C,4+,0,1,2.0,5.0,15304
1000301,P00023042,M,18-25,4,B,4+,0,5,14.0,,5188
1000418,P00045342,F,26-35,3,B,0,1,1,5.0,17.0,4005
1002258,P00187242,F,18-25,4,B,4+,0,4,5.0,,2775
1002511,P00153842,M,26-35,7,C,2,0,8,14.0,16.0,10009
1002026,P00117542,M,51-55,16,C,1,1,18,,,3149
1004957,P00336542,M,26-35,2,A,1,1,12,,,1423
1002203,P00244242,M,46-50,12,B,4+,1,1,2.0,15.0,19198
1003652,P00127642,M,26-35,12,B,3,0,1,2.0,15.0,15174
1001693,P00289942,M,26-35,12,C,1,1,3,4.0,5.0,10646
1002645,P00254242,M,26-35,7,A,1,0,5,11.0,12.0,5391
1001714,P00298742,M,26-35,17,C,0,1,14,,,15102
1005305,P0097042,F,18-25,4,C,3,1,6,,,12356
1005003,P00154042,M,36-45,12,C,1,0,1,2.0,15.0,19159
1004861,P00370342,M,26-35,4,C,1,0,8,,,9784
1001186,P00003242,M,18-25,19,A,1,1,8,15.0,,6139
1003675,P00118342,M,36-45,7,B,3,0,2,3.0,15.0,12960
1001851,P00168342,M,26-35,19,B,4+,1,11,15.0,,2956
1005449,P00112142,M,18-25,12,C,1,0,1,2.0,14.0,19188
1001383,P00273942,F,26-35,7,A,1,0,5,12.0,,8573
1002395,P00116842,M,36-45,7,C,1,0,2,5.0,8.0,9535
1003280,P00028042,M,26-35,7,B,1,0,1,16.0,,15534
1000889,P00150742,M,46-50,20,A,1,0,8,14.0,,5993
1000577,P00208742,M,36-45,0,A,3,0,1,6.0,16.0,19686
1001181,P00252242,M,36-45,7,A,3,1,6,10.0,,8050
1003709,P00248142,M,26-35,12,C,3,0,5,,,6910
1001908,P00114142,M,55+,13,C,3,1,8,,,5988
1005990,P00117142,F,26-35,20,B,1,1,2,17.0,,16178
1003526,P00187942,M,36-45,2,B,1,1,4,8.0,,2804
1005916,P0096442,M,51-55,20,B,1,1,4,5.0,12.0,2129
1003816,P0096742,F,26-35,3,A,1,1,2,4.0,12.0,16167
1002742,P00346342,M,26-35,17,C,3,0,1,15.0,,11601
1005771,P00123742,M,26-35,7,A,1,0,11,,,4544
1005667,P00012142,M,36-45,7,B,1,1,5,,,5262
1003314,P0094542,M,26-35,7,C,2,0,2,4.0,9.0,16252
1004247,P00191442,M,26-35,4,B,0,1,1,2.0,15.0,11600
1005436,P00157642,M,18-25,4,B,1,0,1,14.0,16.0,15681
1002664,P00042142,M,36-45,7,B,1,0,1,2.0,6.0,11520
1003477,P00232642,F,51-55,1,A,1,1,8,,,6081
1002029,P0096942,F,26-35,12,A,0,0,3,4.0,,8189
1003569,P00086442,F,18-25,2,B,1,0,8,13.0,15.0,9990
1005599,P00250642,M,36-45,7,A,1,0,11,,,3192
1005426,P00110942,M,26-35,14,C,1,0,1,2.0,,19436
1002271,P00114042,M,51-55,14,A,1,0,5,14.0,,8571
1003746,P00286642,M,26-35,5,B,0,1,11,14.0,,4550
1000392,P00195342,M,18-25,7,A,0,0,2,5.0,,10070
1005472,P00128042,M,36-45,1,C,0,1,1,5.0,18.0,7695
1001712,P00289342,M,26-35,0,B,4+,0,5,8.0,14.0,5283
1005805,P00244742,F,26-35,0,B,1,1,11,,,7615
1002843,P00211142,F,26-35,4,A,4+,0,5,,,3754
1002885,P00284642,F,18-25,1,A,2,0,5,8.0,,6855
1001051,P00192042,F,26-35,0,A,0,1,5,9.0,14.0,8881
1005734,P00113542,F,26-35,14,B,4+,1,8,17.0,,10074
1000546,P00312742,F,26-35,0,B,0,0,15,,,12487
1000694,P00158542,M,18-25,4,A,4+,0,5,6.0,13.0,8716
1002164,P00223842,M,36-45,0,B,3,0,2,4.0,8.0,13102
1000921,P00111142,M,26-35,17,B,1,0,1,15.0,16.0,19531
1001340,P00184442,M,26-35,7,A,2,0,1,6.0,8.0,4317
1004965,P00065242,M,0-17,10,C,1,0,2,3.0,4.0,10037
1000550,P00249542,M,46-50,8,B,1,1,1,5.0,15.0,7603
1003526,P00140042,M,36-45,2,B,1,1,1,16.0,,15208
1003035,P00126042,F,26-35,7,C,2,1,8,14.0,,7970
1004086,P00274642,F,0-17,10,B,2,0,4,5.0,,3423
1003749,P00220342,F,26-35,0,C,4+,0,5,,,8701
1005822,P00124842,F,36-45,4,C,1,0,11,,,4474
1002700,P00219742,M,26-35,7,C,2,1,6,11.0,16.0,12027
1003184,P00298742,F,26-35,18,C,2,1,14,,,11121
1001012,P00000942,F,36-45,1,C,0,0,1,,,4123
1001712,P00015642,M,26-35,0,B,4+,0,8,16.0,17.0,7786
1002544,P00112842,M,46-50,1,B,1,0,8,17.0,,7987
1002100,P00117442,F,26-35,0,C,4+,0,5,14.0,,3514
1000694,P00372445,M,18-25,4,A,4+,0,20,,,482
1003588,P00277842,M,26-35,2,B,4+,0,1,,,15893
1002759,P00051442,M,26-35,7,C,3,0,8,17.0,,8137
1001516,P00330342,F,26-35,12,B,1,0,5,11.0,16.0,2012
1000953,P00116142,M,51-55,20,B,1,1,10,13.0,16.0,23495
1005136,P00078142,M,26-35,12,B,1,0,8,16.0,,7845
1002308,P00184242,F,46-50,16,A,3,1,9,15.0,,22913
1005831,P00322442,M,26-35,1,A,2,1,8,,,7790
1005394,P00255842,M,18-25,0,A,2,0,16,,,20233
1002156,P00284842,M,18-25,19,C,4+,0,1,8.0,17.0,11630
1005567,P00220942,M,51-55,3,B,0,1,18,,,2266
1004407,P00072842,M,18-25,4,A,1,0,5,8.0,,3766
1005771,P00179642,M,26-35,7,A,1,0,11,,,1614
1001647,P00024742,M,18-25,18,B,0,0,8,11.0,,7774
1004111,P00124242,M,26-35,15,B,4+,0,11,14.0,,6018
1004505,P00270942,M,51-55,7,C,1,0,1,2.0,15.0,15197
1003285,P00142942,M,26-35,4,B,3,0,1,2.0,16.0,4431
1004578,P00216342,M,26-35,0,A,4+,0,3,4.0,5.0,10690
1001980,P00214842,M,36-45,7,A,1,0,14,,,14802
1001019,P0097742,M,36-45,1,A,4+,1,8,,,5916
1004023,P00189842,F,36-45,9,C,1,1,3,4.0,5.0,11055
1003825,P00071442,M,18-25,1,B,0,0,15,17.0,,20752
1002996,P00034842,M,18-25,0,B,1,0,5,14.0,,5213
1002334,P00118542,F,55+,7,B,1,1,5,8.0,,5408
1000770,P00183242,M,18-25,4,B,2,1,5,15.0,,5311
1004386,P00046842,M,26-35,5,B,1,0,8,16.0,,9751
1005082,P00130742,M,36-45,1,C,4+,0,1,14.0,17.0,11412
1001755,P00042742,F,18-25,4,B,4+,0,5,14.0,,7077
1001685,P00193742,M,36-45,12,B,1,0,8,15.0,,8041
1001186,P00182442,M,18-25,19,A,1,1,5,11.0,,6989
1003618,P00000142,M,55+,17,A,4+,1,3,4.0,5.0,5431
1005498,P00157342,F,51-55,1,C,3,1,8,,,7787
1005897,P00254842,M,26-35,20,C,3,1,5,13.0,,5472
1003930,P00111942,M,55+,3,C,0,1,8,17.0,,7846
1003292,P00210942,F,51-55,6,B,3,0,5,12.0,,8858
1003910,P00053942,M,26-35,20,A,2,0,1,2.0,5.0,3791
1004124,P00105142,M,26-35,18,C,1,1,1,2.0,15.0,15743
1004412,P00240442,M,18-25,4,C,1,0,6,16.0,,16463
1005981,P00299142,M,36-45,7,C,3,0,5,,,3519
1005890,P00313342,M,36-45,20,C,3,0,5,,,5294
1003825,P00102042,M,18-25,1,B,0,0,5,,,3430
1001954,P00110742,M,26-35,16,C,1,0,1,2.0,8.0,11780
1000232,P00161942,M,26-35,20,A,1,1,5,8.0,,8784
1000264,P00014842,M,36-45,0,B,1,1,1,2.0,5.0,11906
1003131,P00113842,F,26-35,2,C,1,1,6,8.0,16.0,8143
1003927,P00002142,F,26-35,16,C,2,0,1,5.0,8.0,12095
1005278,P00051842,F,26-35,7,B,1,0,4,8.0,,3491
1004152,P00015742,M,26-35,14,C,1,1,7,,,16333
1003824,P00163442,M,26-35,17,A,3,1,6,8.0,13.0,8069
1000560,P00209742,M,46-50,15,C,1,1,1,11.0,15.0,19304
1002544,P00178242,M,46-50,1,B,1,0,8,,,7949
1005940,P00255942,M,51-55,12,C,1,1,1,16.0,,8027
1001117,P00045842,M,18-25,14,B,3,0,5,14.0,,6931
1004727,P00258742,F,55+,0,C,3,0,5,,,6905
1003971,P00110642,F,18-25,4,B,0,0,5,,,3555
1004673,P00181842,M,36-45,16,B,2,1,11,,,2990
1004826,P00313542,M,46-50,12,C,1,1,5,8.0,,6902
1002305,P00033942,M,51-55,20,A,1,1,5,,,5288
1004521,P00022942,M,36-45,12,B,1,0,5,8.0,,3657
1003589,P00216142,F,46-50,0,B,1,1,1,16.0,,11418
1000225,P0097242,M,26-35,7,A,0,0,1,16.0,,11696
1000929,P00155342,M,26-35,15,A,1,0,5,13.0,,8884
1003512,P00112842,M,18-25,17,A,2,0,8,17.0,,9825
1002615,P00296042,M,26-35,7,C,2,1,8,13.0,16.0,6055
1003619,P00182142,M,51-55,16,B,3,1,1,5.0,6.0,15334
1001306,P00294442,M,26-35,3,B,3,0,3,4.0,12.0,13658
1004837,P00278442,M,26-35,5,B,2,0,11,,,5921
1000482,P00362342,M,26-35,14,A,2,1,5,,,8635
1003320,P00245642,M,26-35,1,B,1,1,5,11.0,12.0,3671
1002787,P00111742,M,26-35,4,A,4+,0,15,,,16674
1000148,P00220042,M,51-55,17,B,3,1,5,8.0,,2045
1004179,P00237542,F,36-45,20,C,3,1,1,15.0,16.0,19185
1004180,P00090942,M,55+,13,C,1,1,1,2.0,14.0,15854
1001227,P00286842,M,51-55,1,B,2,0,5,8.0,,8770
1005996,P0095842,F,26-35,0,B,1,1,3,4.0,12.0,13697
1001577,P00258742,M,55+,0,C,1,1,5,,,6864
1004472,P00086842,F,46-50,16,B,0,1,14,16.0,,14587
1004318,P00047242,M,26-35,5,B,3,0,1,5.0,,7891
1005600,P00253242,F,46-50,0,C,1,0,5,,,2019
1000426,P00293242,M,18-25,4,A,1,1,8,16.0,,8129
1004083,P0097842,M,55+,14,A,0,0,5,,,6883
1005792,P00124742,M,26-35,17,B,1,1,10,16.0,,18815
1005861,P00100942,F,51-55,1,B,1,1,5,,,5282
1004315,P00014842,M,18-25,4,C,2,0,1,2.0,5.0,15867
1002051,P00147642,M,36-45,7,C,2,0,1,2.0,,4293
1004995,P00003942,M,51-55,20,B,0,1,5,14.0,,8829
1002890,P00142142,M,36-45,7,B,2,1,1,2.0,15.0,15524
1004012,P00157542,M,18-25,4,C,0,0,8,14.0,,6162
1004404,P00293142,M,26-35,1,B,1,0,5,,,7014
1001737,P00181642,M,36-45,20,B,3,0,11,16.0,,4423
1004334,P00209742,M,26-35,1,C,0,0,1,11.0,15.0,18953
1001266,P00288642,M,26-35,4,B,0,1,16,,,16749
1000704,P00240142,F,36-45,8,C,2,0,5,,,7144
1004041,P00083242,M,18-25,3,B,2,0,11,16.0,,4605
1004298,P00271142,F,18-25,14,C,1,0,5,,,7089
1001174,P00145042,F,18-25,16,C,0,0,1,2.0,5.0,11612
1002895,P00259842,M,26-35,11,B,4+,0,1,14.0,16.0,12015
1002958,P00270242,M,26-35,7,C,0,0,8,,,6129
1000319,P00274942,F,51-55,6,B,3,1,8,,,4247
1005824,P0097342,M,18-25,12,B,1,0,1,15.0,16.0,11818
1001447,P00250942,M,18-25,4,A,0,0,11,16.0,,1765
1002966,P00252042,F,26-35,4,A,2,0,5,14.0,,5323
1002016,P00111742,F,55+,2,C,2,1,15,,,13211
1004579,P00005742,F,18-25,4,B,1,1,8,14.0,,7757
1000062,P00121642,F,36-45,3,A,1,0,5,14.0,,8599
1000302,P00113742,M,18-25,4,B,4+,0,5,14.0,,5240
1005209,P00313142,M,51-55,1,C,4+,0,8,,,7796
1003679,P00338442,M,26-35,4,A,2,0,1,16.0,,15218
1003922,P00325742,M,18-25,4,B,1,0,2,9.0,,10117
1000702,P00127942,M,36-45,7,B,2,1,1,2.0,5.0,4061
1000001,P00255842,F,0-17,10,A,2,0,16,,,16446
1005897,P00177342,M,26-35,20,C,3,1,8,,,8042
1001333,P00076542,M,26-35,17,A,4+,0,4,5.0,9.0,715
1001267,P00275842,M,26-35,15,C,1,0,2,9.0,15.0,13324
1004411,P00273742,M,18-25,4,A,3,0,1,17.0,,11516
1001645,P00330242,F,18-25,9,B,1,1,5,,,8793
1001131,P00111542,M,55+,13,C,4+,1,2,17.0,,16470
1000295,P00278642,M,18-25,0,C,4+,0,5,,,8825
1003841,P00014642,M,46-50,18,A,4+,0,8,14.0,17.0,8044
1004312,P00111842,M,26-35,18,A,0,1,8,,,7848
1000261,P00137242,M,26-35,20,A,4+,0,5,,,6991
1005433,P00180742,F,36-45,17,B,3,1,11,,,1550
1003320,P00066642,M,26-35,1,B,1,1,1,,,4422
1002027,P00285042,F,26-35,9,C,1,0,16,,,4257
1003285,P00158242,M,26-35,4,B,3,0,6,8.0,,20635
1005557,P00110042,M,36-45,14,C,1,1,5,14.0,,7088
1000344,P00261442,M,36-45,14,C,1,1,1,17.0,,3814
1002018,P00100842,M,36-45,16,B,1,0,5,,,8615
1004704,P00233842,M,18-25,20,C,1,0,1,15.0,,11835
1004801,P00305142,M,26-35,4,C,3,0,1,,,19458
1000238,P00118142,F,51-55,7,B,0,0,8,17.0,,7842
1001920,P00157542,F,36-45,7,B,1,0,8,14.0,,7954
1003156,P00187842,M,36-45,7,C,3,0,1,16.0,,15218
1001279,P00267942,M,36-45,1,A,2,0,8,14.0,,5901
1004480,P00110042,M,26-35,0,B,1,0,5,14.0,,6874
1005744,P00331642,F,26-35,4,A,2,0,12,,,1396
1000129,P00111242,M,26-35,11,C,2,0,1,18.0,,19606
1002587,P00147942,M,36-45,7,C,1,0,1,16.0,,19332
1000888,P00355142,F,0-17,10,C,1,0,1,15.0,,15519
1005271,P00040442,F,26-35,0,A,1,0,5,14.0,,6881
1002990,P00350942,M,36-45,12,B,1,1,3,4.0,5.0,13529
1004028,P00091042,M,26-35,4,A,2,0,5,8.0,,2002
1000721,P00120042,F,36-45,9,B,1,0,1,2.0,,15692
1005256,P00021942,M,26-35,16,B,4+,1,8,16.0,,8007
1001434,P00196142,F,0-17,10,A,0,0,3,4.0,5.0,8239
1004478,P00354642,M,0-17,12,A,1,0,8,13.0,,7899
1004663,P00029942,M,26-35,4,A,0,0,8,,,7770
1005996,P00124742,F,26-35,0,B,1,1,10,16.0,,18798
1001121,P00270942,M,55+,7,C,4+,1,1,2.0,15.0,11414
1003798,P00183342,M,26-35,7,C,3,0,5,15.0,18.0,3617
1004305,P00355642,F,46-50,17,B,1,1,16,,,20389
1004418,P00020042,F,51-55,0,A,2,0,5,8.0,,6942
1004948,P00282742,M,46-50,2,A,1,1,5,,,5158
1000899,P00169442,F,26-35,1,B,3,1,8,,,5905
1004832,P00199442,M,26-35,14,C,1,0,5,9.0,,6974
1005210,P00114342,F,36-45,17,A,3,0,1,8.0,17.0,15463
1001242,P0094642,F,36-45,0,A,0,1,4,5.0,,2747
1000587,P00198542,M,26-35,20,B,3,0,8,,,6122
1001137,P00309342,M,18-25,4,B,4+,0,16,,,12520
1003615,P00111542,M,26-35,17,C,2,0,2,17.0,,16487
1003243,P00142142,M,26-35,12,B,1,1,1,2.0,15.0,11913
1002455,P00127842,M,36-45,7,A,1,0,1,2.0,15.0,15603
1000889,P00035842,M,46-50,20,A,1,0,5,6.0,9.0,6910
1004287,P00339842,M,26-35,7,C,2,1,1,14.0,15.0,15699
1001516,P00138842,F,26-35,12,B,1,0,5,,,2007
1004477,P00150942,M,26-35,7,C,2,0,6,11.0,13.0,12007
1003635,P00188542,M,51-55,1,C,1,0,5,8.0,14.0,5229
1001627,P00309342,M,18-25,17,A,3,1,16,,,12864
1001968,P00352842,M,26-35,11,B,2,0,2,6.0,15.0,3311
1001254,P00028142,F,18-25,1,B,2,0,5,14.0,,7047
1003648,P00155242,M,18-25,4,B,1,0,3,4.0,12.0,8104
1001059,P00263142,F,26-35,0,B,3,0,5,,,5465
1001938,P00255842,F,26-35,2,C,1,1,16,,,20742
1002734,P00084242,F,18-25,4,C,1,0,8,14.0,,7795
1002304,P00114342,M,46-50,12,B,2,1,1,8.0,17.0,19581
1004942,P00110542,M,46-50,12,B,3,1,8,,,7857
1001926,P00113642,F,0-17,0,B,1,0,8,,,10064
1005786,P00100742,M,26-35,6,B,1,1,5,17.0,,6890
1003339,P00065442,M,26-35,17,C,0,0,8,16.0,,9904
1000272,P00213042,M,18-25,0,A,1,0,1,2.0,15.0,7722
1002938,P00237542,F,26-35,0,B,1,0,1,15.0,16.0,15882
1004808,P00254342,M,36-45,0,A,1,1,5,11.0,,5236
1002822,P00278642,M,51-55,7,B,2,1,5,,,7183
1000163,P00325742,M,18-25,4,A,1,0,2,9.0,,6615
1002804,P00130742,F,36-45,0,C,2,0,1,14.0,17.0,19669
1001141,P00241042,F,26-35,3,B,1,1,8,,,9814
1002537,P00278642,M,36-45,11,B,0,0,5,,,7019
1003029,P00178142,M,18-25,4,A,4+,0,8,17.0,,9895
1001776,P00221542,M,26-35,0,B,4+,1,5,15.0,,3699
1000562,P00113242,M,36-45,20,C,2,0,1,6.0,8.0,19621
1001285,P00218242,M,36-45,4,A,0,1,5,8.0,,5379
1002442,P00113142,M,36-45,17,C,2,0,1,5.0,12.0,15683
1004489,P00352142,M,18-25,4,B,1,0,1,6.0,16.0,15552
1000392,P00017542,M,18-25,7,A,0,0,5,,,7070
1002507,P00195242,M,26-35,4,A,0,1,8,,,9851
1003851,P00051442,M,26-35,12,A,0,0,8,17.0,,9719
1005000,P00329542,M,26-35,4,B,4+,0,1,15.0,16.0,19007
1000586,P00084842,M,36-45,14,C,3,1,8,16.0,,8019
1000829,P00115342,M,0-17,19,A,2,0,5,8.0,14.0,6873
1006036,P00117642,F,26-35,15,B,4+,1,10,16.0,,19242
1000188,P00251942,M,55+,16,C,2,0,1,2.0,5.0,12086
1005387,P00277442,F,26-35,1,B,4+,1,1,6.0,15.0,19411
1000319,P00059442,F,51-55,6,B,3,1,6,8.0,16.0,19953
1005077,P00200642,M,26-35,2,A,0,0,10,16.0,,23813
1002501,P00183442,M,26-35,15,B,2,0,1,2.0,,18990
1003521,P00288942,M,26-35,0,B,3,0,1,2.0,5.0,15774
1003084,P00216342,M,26-35,16,B,1,1,3,4.0,5.0,10581
1002978,P00103342,M,36-45,20,C,1,0,8,,,7805
1001803,P00143642,M,26-35,2,B,1,0,1,2.0,6.0,8333
1000996,P00222242,M,26-35,17,A,4+,1,1,2.0,13.0,15383
1001228,P00281042,M,26-35,1,C,4+,1,5,,,7090
1005620,P00232342,M,36-45,14,C,2,1,11,,,1695
1000746,P00335542,F,18-25,19,B,3,0,8,,,8043
1000752,P00254242,F,26-35,3,A,3,0,5,11.0,12.0,5270
1004543,P00000742,M,26-35,2,A,0,0,5,14.0,,5379
1001889,P00117242,M,18-25,14,B,2,0,8,17.0,,3993
1005399,P00169742,M,26-35,1,C,1,1,1,8.0,15.0,19533
1004186,P00111542,M,26-35,7,B,1,1,2,17.0,,6900
1000924,P00303742,M,51-55,17,C,1,1,8,,,5939
1001362,P00074642,M,36-45,12,B,0,0,5,9.0,14.0,5439
1000896,P00364842,M,18-25,15,C,3,1,5,16.0,,7142
1000917,P00184042,M,51-55,6,C,2,1,1,8.0,,19121
1004054,P00334842,M,36-45,3,B,1,0,8,,,7876
1001087,P00070042,M,26-35,16,B,1,0,1,2.0,16.0,8145
1004388,P00253042,M,46-50,3,B,2,1,8,,,8114
1001087,P00178842,M,26-35,16,B,1,0,2,4.0,9.0,6464
1003243,P00127442,M,26-35,12,B,1,1,1,2.0,15.0,15237
1005763,P00034742,F,26-35,1,A,1,1,5,14.0,17.0,1946
1002279,P00228642,M,51-55,7,B,2,1,5,18.0,,3630
1003123,P00057642,M,26-35,2,B,3,0,1,15.0,16.0,15475
1004715,P00213642,M,26-35,2,B,3,0,11,,,1756
1000230,P00272242,M,46-50,1,C,1,0,8,,,9829
1000822,P00183542,F,26-35,1,B,0,1,4,5.0,,3438
1005823,P00121442,M,26-35,12,B,1,0,8,,,9788
1003242,P00221442,M,51-55,13,C,4+,1,1,2.0,5.0,15362
1005816,P00101542,M,26-35,0,C,4+,1,13,16.0,,958
1001036,P00200642,M,36-45,7,C,1,0,10,16.0,,23201
1000013,P00025442,M,46-50,1,C,3,1,1,2.0,9.0,19246
1003732,P00297742,M,26-35,17,B,0,1,8,17.0,,5898
1005336,P00010742,M,55+,7,C,4+,0,1,8.0,17.0,19472
1005042,P00025542,F,18-25,2,A,4+,1,8,,,5849
1000550,P00043342,M,46-50,8,B,1,1,8,14.0,,8034
1002042,P00375436,M,0-17,10,C,4+,0,20,,,238
1001767,P00213242,M,26-35,20,C,1,0,5,8.0,,8693
1000945,P00184942,M,46-50,7,C,3,0,1,8.0,17.0,15798
1001194,P00061142,F,26-35,1,B,1,1,8,16.0,,7795
1003824,P00124242,M,26-35,17,A,3,1,11,14.0,,2993
1005622,P00086042,M,36-45,15,C,3,1,8,14.0,17.0,2046
1000646,P00111142,M,36-45,7,C,2,0,1,15.0,16.0,15905
1001228,P00028042,M,26-35,1,C,4+,1,1,16.0,,19065
1001908,P00351142,M,55+,13,C,3,1,1,8.0,17.0,11891
1001985,P00086442,M,46-50,12,A,2,1,8,13.0,15.0,7756
1004663,P00277442,M,26-35,4,A,0,0,1,6.0,15.0,7776
1005046,P00345042,M,26-35,16,A,0,0,5,,,5354
1005824,P00192842,M,18-25,12,B,1,0,5,14.0,,5429
1006040,P00003242,M,26-35,6,B,2,0,8,15.0,,8143
1003768,P00015842,M,26-35,4,B,2,0,1,14.0,16.0,12128
1000752,P00080642,F,26-35,3,A,3,0,1,16.0,,4412
1000801,P00111142,F,26-35,20,C,4+,0,1,15.0,16.0,15336
1000109,P00195642,M,46-50,15,C,1,1,5,,,7085
1002237,P00117242,F,36-45,6,B,1,0,8,17.0,,9839
1001418,P00320942,M,18-25,4,A,1,1,1,4.0,9.0,8042
1005763,P00111542,F,26-35,1,A,1,1,2,17.0,,9663
1005070,P00112442,M,26-35,2,A,0,0,6,8.0,,20467
1001680,P00009342,M,26-35,20,A,3,1,1,16.0,,12124
1001369,P00030842,M,26-35,5,B,1,1,1,2.0,15.0,8032
1000978,P00255842,M,18-25,0,C,1,0,16,,,16564
1004977,P00184242,M,26-35,4,B,2,0,9,15.0,,22710
1001455,P00049642,F,46-50,0,B,1,1,8,14.0,,9981
1003224,P00185842,F,26-35,14,A,3,1,4,5.0,15.0,2076
1001982,P00249642,M,0-17,10,C,4+,0,3,5.0,,5364
1001112,P00274142,M,18-25,6,A,4+,0,1,,,11459
1006040,P00240142,M,26-35,6,B,2,0,5,,,8884
1003029,P00222942,M,18-25,4,A,4+,0,1,2.0,8.0,11608
1003864,P00125142,M,51-55,20,C,0,1,11,,,6034
1004105,P00100742,M,51-55,7,C,1,1,5,17.0,,5315
1003101,P00349942,M,18-25,15,C,0,0,1,5.0,,15603
1005283,P00111142,M,18-25,2,C,1,1,1,15.0,16.0,15634
1000442,P00205642,M,26-35,1,A,2,0,5,8.0,,5174
1001267,P00175242,M,26-35,15,C,1,0,2,,,12833
1001451,P00339842,M,36-45,20,B,0,0,1,14.0,15.0,15874
1002592,P00165842,M,51-55,7,B,1,1,14,,,10971
1004951,P00117342,F,36-45,17,B,3,1,1,8.0,13.0,15576
1000922,P00116742,M,55+,16,B,2,1,11,,,7598
1000214,P00150542,M,18-25,20,C,1,0,5,,,6866
1003452,P00184942,M,26-35,14,C,1,1,1,8.0,17.0,19535
1005306,P00248742,F,26-35,17,B,4+,0,5,,,7093
1003312,P00303442,F,18-25,4,A,3,0,1,8.0,14.0,7661
1003650,P00289842,M,26-35,0,A,2,0,1,16.0,,15633
1004489,P00019342,M,18-25,4,B,1,0,1,6.0,15.0,15693
1000930,P00148642,M,26-35,5,C,1,1,6,10.0,13.0,12176
1005857,P00111042,F,46-50,2,B,2,0,15,,,8505
1005323,P00337842,M,26-35,20,B,1,1,5,,,3440
1004446,P00138542,M,18-25,18,B,1,1,5,6.0,,8745
1003610,P00251942,M,18-25,6,B,4+,0,1,2.0,5.0,7596
1005544,P00250942,M,26-35,15,B,4+,1,11,16.0,,1705
1003512,P00118442,M,18-25,17,A,2,0,1,2.0,,19185
1000889,P00258842,M,46-50,20,A,1,0,5,,,3473
1005702,P00000142,M,18-25,0,B,4+,0,3,4.0,5.0,11021
1005364,P00003442,F,26-35,3,A,3,0,4,5.0,8.0,3555
1001391,P00171842,M,36-45,15,C,0,1,8,14.0,,4060
1001017,P00260042,M,36-45,0,B,2,0,5,8.0,,1856
1000091,P00050142,M,36-45,7,C,3,1,5,,,7185
1004887,P00113142,M,18-25,2,B,1,1,1,5.0,12.0,19472
1001030,P00127942,M,26-35,7,C,2,1,1,2.0,5.0,19550
1005377,P00265242,F,18-25,3,B,3,0,5,8.0,,8779
1002668,P00174442,F,26-35,4,A,3,1,5,,,3653
1002504,P00240442,M,26-35,7,A,2,1,6,16.0,,12233
1002924,P00251842,F,18-25,4,B,4+,0,1,15.0,16.0,15233
1003336,P00288342,M,36-45,17,B,2,1,8,,,5986
